channel,success_ratio,protocol,seed,time_min,parent_changes_cumulative,parent_switch_console
lossless,1.0,RPL_MQOS,20260512,16.1224,754,0
lossless,1.0,RPL_MQOS,20260512,18.6028,874,0
lossless,1.0,RPL_MQOS,20260512,21.0832,977,0
lossless,1.0,RPL_MQOS,20260512,23.5636,1097,0
lossless,1.0,RPL_MQOS,20260512,26.0439,1200,0
lossless,1.0,RPL_MQOS,20260512,28.5243,1325,0
lossless,1.0,RPL_AER,20260512,1.2402,85,0
lossless,1.0,RPL_AER,20260512,3.7205,205,0
lossless,1.0,RPL_AER,20260512,6.2009,308,0
lossless,1.0,RPL_AER,20260512,8.6813,428,0
lossless,1.0,RPL_AER,20260512,11.1616,531,0
lossless,1.0,RPL_AER,20260512,13.642,651,0
lossless,1.0,RPL_AER,20260512,16.1224,754,0
lossless,1.0,RPL_AER,20260512,18.6027,874,0
lossless,1.0,RPL_AER,20260512,21.0831,977,0
lossless,1.0,RPL_AER,20260512,23.5635,1097,0
lossless,1.0,RPL_AER,20260512,26.0438,1200,0
lossless,1.0,RPL_AER,20260512,28.5242,1325,0
lossless,1.0,AER_MQOS,20260512,1.2402,85,0
lossless,1.0,AER_MQOS,20260512,3.7206,205,0
lossless,1.0,AER_MQOS,20260512,6.2009,308,0
lossless,1.0,AER_MQOS,20260512,8.6813,428,0
lossless,1.0,AER_MQOS,20260512,11.1617,531,0
lossless,1.0,AER_MQOS,20260512,13.6421,651,0
lossless,1.0,AER_MQOS,20260512,16.1224,754,0
lossless,1.0,AER_MQOS,20260512,18.6028,874,0
lossless,1.0,AER_MQOS,20260512,21.0832,977,0
lossless,1.0,AER_MQOS,20260512,23.5636,1097,0
lossless,1.0,AER_MQOS,20260512,26.0439,1200,0
lossless,1.0,AER_MQOS,20260512,28.5243,1325,0
lossy,0.85,RPL_STANDARD,20260501,1.2399,78,0
lossy,0.85,RPL_STANDARD,20260501,3.7196,179,0
lossy,0.85,RPL_STANDARD,20260501,6.1993,266,0
lossy,0.85,RPL_STANDARD,20260501,8.679,356,0
lossy,0.85,RPL_STANDARD,20260501,11.1587,434,0
lossy,0.85,RPL_STANDARD,20260501,13.6385,532,0
lossy,0.85,RPL_STANDARD,20260501,16.1182,620,0
lossy,0.85,RPL_STANDARD,20260501,18.5979,721,0
lossy,0.85,RPL_STANDARD,20260501,21.0776,809,0
lossy,0.85,RPL_STANDARD,20260501,23.5573,910,0
lossy,0.85,RPL_STANDARD,20260501,26.037,998,0
lossy,0.85,RPL_STANDARD,20260501,28.5168,1104,0
lossy,0.85,RPL_MQOS,20260501,1.2399,78,0
lossy,0.85,RPL_MQOS,20260501,3.7196,179,0
lossy,0.85,RPL_MQOS,20260501,6.1993,267,0
lossy,0.85,RPL_MQOS,20260501,8.6791,368,0
lossy,0.85,RPL_MQOS,20260501,11.1588,456,0
lossy,0.85,RPL_MQOS,20260501,13.6386,557,0
lossy,0.85,RPL_MQOS,20260501,16.1183,645,0
lossy,0.85,RPL_MQOS,20260501,18.598,746,0
lossy,0.85,RPL_MQOS,20260501,21.0778,834,0
lossy,0.85,RPL_MQOS,20260501,23.5575,935,0
lossy,0.85,RPL_MQOS,20260501,26.0373,1023,0
lossy,0.85,RPL_MQOS,20260501,28.517,1129,0
lossy,0.85,RPL_AER,20260501,1.2399,78,0
lossy,0.85,RPL_AER,20260501,3.7196,179,0
lossy,0.85,RPL_AER,20260501,6.1993,267,0
lossy,0.85,RPL_AER,20260501,8.679,368,0
lossy,0.85,RPL_AER,20260501,11.1588,456,0
lossy,0.85,RPL_AER,20260501,13.6385,557,0
lossy,0.85,RPL_AER,20260501,16.1182,645,0
lossy,0.85,RPL_AER,20260501,18.598,746,0
lossy,0.85,RPL_AER,20260501,21.0777,834,0
lossy,0.85,RPL_AER,20260501,23.5574,935,0
lossy,0.85,RPL_AER,20260501,26.0371,1023,0
lossy,0.85,RPL_AER,20260501,28.5169,1129,0
lossy,0.85,AER_MQOS,20260501,1.24,77,0
lossy,0.85,AER_MQOS,20260501,3.72,178,0
lossy,0.85,AER_MQOS,20260501,6.1999,266,0
lossy,0.85,AER_MQOS,20260501,8.6799,356,0
lossy,0.85,AER_MQOS,20260501,11.1599,434,0
lossy,0.85,AER_MQOS,20260501,13.6399,531,0
lossy,0.85,AER_MQOS,20260501,16.1199,619,0
lossy,0.85,AER_MQOS,20260501,18.5999,720,0
lossy,0.85,AER_MQOS,20260501,21.0798,808,0
lossy,0.85,AER_MQOS,20260501,23.5598,909,0
lossy,0.85,AER_MQOS,20260501,26.0398,997,0
lossy,0.85,AER_MQOS,20260501,28.5198,1099,0
lossy,0.85,RPL_STANDARD,20260502,1.2396,81,0
lossy,0.85,RPL_STANDARD,20260502,3.719,195,0
lossy,0.85,RPL_STANDARD,20260502,6.1983,295,0
lossy,0.85,RPL_STANDARD,20260502,8.6776,409,0
lossy,0.85,RPL_STANDARD,20260502,11.1569,509,0
lossy,0.85,RPL_STANDARD,20260502,13.6362,623,0
lossy,0.85,RPL_STANDARD,20260502,16.1155,723,0
lossy,0.85,RPL_STANDARD,20260502,18.5948,837,0
